questionId,currentSkillKey,proposedSkillKey,proposedConceptId,proposedFactId,proposedFamilyId,reason,confidence,action
aa13718e342dafcc55b005e1,APTITUDE_REASONING_LOGIC,APTITUDE_REASONING_LOGIC,AL_C07_CLASSIFICATION,AL_F10_A_GROUPING_IMPLIES_A_RULE,AL_FAM10_GROUPING_RULE,"Do not remap: it stays in APTITUDE_REASONING_LOGIC. Everyday category membership is the reasoning AL_FAM10 is for. As written it asks only which item differs, where the family asks for the property that separates them, so it needs that rewrite — but it does not need a different skill.",MEDIUM,KEEP_CURRENT
1d105500a42134f4f4003071,APTITUDE_REASONING_LOGIC,APTITUDE_QUANT_ARITHMETIC,,,,"Outside Foundation: it asks for recall of a number-theory definition — even, prime, factor, multiple — and no Foundation skill measures that. The nearest canonical owner in the committed taxonomy is APTITUDE_QUANT_ARITHMETIC, which is deliberately not a Foundation skill.",HIGH,OUT_OF_SCOPE
1e1056934258aea5f3fe55cc,APTITUDE_REASONING_LOGIC,,,,,"Outside Foundation: the discriminating property is a geometric definition, not a reasoning step. No skill in the committed 91-skill taxonomy measures it.",HIGH,OUT_OF_SCOPE
3c91ec75142731c9c2af6abe,APTITUDE_REASONING_LOGIC,APTITUDE_QUANT_ARITHMETIC,,,,"BLUEPRINT REVIEW — algebraic manipulation — solve for x, evaluate f(x), translate words into an expression. APTITUDE_QUANT_ARITHMETIC exists in the committed taxonomy but is absent from both the Year-1 curriculum map and the Foundation blueprint, so a human must decide whether Foundation should carry it.",HIGH,BLUEPRINT_REVIEW
3b91eae2b25eab7ac2b14563,APTITUDE_REASONING_LOGIC,APTITUDE_QUANT_ARITHMETIC,,,,"BLUEPRINT REVIEW — algebraic manipulation — solve for x, evaluate f(x), translate words into an expression. APTITUDE_QUANT_ARITHMETIC exists in the committed taxonomy but is absent from both the Year-1 curriculum map and the Foundation blueprint, so a human must decide whether Foundation should carry it.",HIGH,BLUEPRINT_REVIEW
3691e3035096252bc2b0a72c,APTITUDE_REASONING_LOGIC,APTITUDE_QUANT_ARITHMETIC,,,,"BLUEPRINT REVIEW — algebraic manipulation — solve for x, evaluate f(x), translate words into an expression. APTITUDE_QUANT_ARITHMETIC exists in the committed taxonomy but is absent from both the Year-1 curriculum map and the Foundation blueprint, so a human must decide whether Foundation should carry it.",HIGH,BLUEPRINT_REVIEW
3591e170eecd9edcc2b281d1,APTITUDE_REASONING_LOGIC,APTITUDE_QUANT_ARITHMETIC,,,,"BLUEPRINT REVIEW — algebraic manipulation — solve for x, evaluate f(x), translate words into an expression. APTITUDE_QUANT_ARITHMETIC exists in the committed taxonomy but is absent from both the Year-1 curriculum map and the Foundation blueprint, so a human must decide whether Foundation should carry it.",HIGH,BLUEPRINT_REVIEW
3891e6298d05188dc2b1e39a,APTITUDE_REASONING_LOGIC,APTITUDE_QUANT_ARITHMETIC,,,,"BLUEPRINT REVIEW — algebraic manipulation — solve for x, evaluate f(x), translate words into an expression. APTITUDE_QUANT_ARITHMETIC exists in the committed taxonomy but is absent from both the Year-1 curriculum map and the Foundation blueprint, so a human must decide whether Foundation should carry it.",HIGH,BLUEPRINT_REVIEW
3791e4962b3c923ec2b3be3f,APTITUDE_REASONING_LOGIC,APTITUDE_QUANT_ARITHMETIC,,,,"BLUEPRINT REVIEW — algebraic manipulation — solve for x, evaluate f(x), translate words into an expression. APTITUDE_QUANT_ARITHMETIC exists in the committed taxonomy but is absent from both the Year-1 curriculum map and the Foundation blueprint, so a human must decide whether Foundation should carry it.",HIGH,BLUEPRINT_REVIEW
4291f5e7c9740befc2b32008,APTITUDE_REASONING_LOGIC,APTITUDE_QUANT_ARITHMETIC,,,,"BLUEPRINT REVIEW — algebraic manipulation — solve for x, evaluate f(x), translate words into an expression. APTITUDE_QUANT_ARITHMETIC exists in the committed taxonomy but is absent from both the Year-1 curriculum map and the Foundation blueprint, so a human must decide whether Foundation should carry it.",HIGH,BLUEPRINT_REVIEW
40943158d79f0ac824b2af2f,APTITUDE_REASONING_LOGIC,PROGRAMMING_FUNDAMENTALS,PGF_C01_VARIABLES,PGF_F01_ASSIGNMENT_STORES_VALUE,PGF_FAM04_VARIABLE_STATE_TRACE,"Measures assignment rather than algebra: ""a = a - 4"" is the fact that a name is rebound to a value computed from its own old value, which is the hardest idea in PGF_C01_VARIABLES, which is PROGRAMMING_FUNDAMENTALS.",HIGH,REMAP_PRIMARY
c69742e1d785d729863e0df2,APTITUDE_REASONING_LOGIC,APTITUDE_REASONING_LOGIC,,,,"BLUEPRINT REVIEW — set notation — cardinality, membership, union, intersection, difference. No APTITUDE_REASONING_LOGIC family accepts it, but the committed Year-1 map does place this content there: module M10_MATHS topic T_LOGIC_MATH, ""Logic and Discrete Maths"", whose skills are APTITUDE_REASONING_LOGIC and APTITUDE_REASONING_SERIES — and AL_C02_SETS already exists as a concept, carrying only the two families about overlap and membership chains. So the gap is in the blueprint, not in the filing.",HIGH,BLUEPRINT_REVIEW
c597414e75bd50da863d6fbb,APTITUDE_REASONING_LOGIC,APTITUDE_REASONING_LOGIC,,,,"BLUEPRINT REVIEW — set notation — cardinality, membership, union, intersection, difference. No APTITUDE_REASONING_LOGIC family accepts it, but the committed Year-1 map does place this content there: module M10_MATHS topic T_LOGIC_MATH, ""Logic and Discrete Maths"", whose skills are APTITUDE_REASONING_LOGIC and APTITUDE_REASONING_SERIES — and AL_C02_SETS already exists as a concept, carrying only the two families about overlap and membership chains. So the gap is in the blueprint, not in the filing.",HIGH,BLUEPRINT_REVIEW
c4973fbb13f4ca8b863cd184,APTITUDE_REASONING_LOGIC,APTITUDE_REASONING_LOGIC,,,,"BLUEPRINT REVIEW — set notation — cardinality, membership, union, intersection, difference. No APTITUDE_REASONING_LOGIC family accepts it, but the committed Year-1 map does place this content there: module M10_MATHS topic T_LOGIC_MATH, ""Logic and Discrete Maths"", whose skills are APTITUDE_REASONING_LOGIC and APTITUDE_REASONING_SERIES — and AL_C02_SETS already exists as a concept, carrying only the two families about overlap and membership chains. So the gap is in the blueprint, not in the filing.",HIGH,BLUEPRINT_REVIEW
c3973e28b22c443c863c334d,APTITUDE_REASONING_LOGIC,APTITUDE_REASONING_LOGIC,,,,"BLUEPRINT REVIEW — set notation — cardinality, membership, union, intersection, difference. No APTITUDE_REASONING_LOGIC family accepts it, but the committed Year-1 map does place this content there: module M10_MATHS topic T_LOGIC_MATH, ""Logic and Discrete Maths"", whose skills are APTITUDE_REASONING_LOGIC and APTITUDE_REASONING_SERIES — and AL_C02_SETS already exists as a concept, carrying only the two families about overlap and membership chains. So the gap is in the blueprint, not in the filing.",HIGH,BLUEPRINT_REVIEW
c997479aee9b379e863af6df,APTITUDE_REASONING_LOGIC,APTITUDE_REASONING_LOGIC,,,,"BLUEPRINT REVIEW — set notation — cardinality, membership, union, intersection, difference. No APTITUDE_REASONING_LOGIC family accepts it, but the committed Year-1 map does place this content there: module M10_MATHS topic T_LOGIC_MATH, ""Logic and Discrete Maths"", whose skills are APTITUDE_REASONING_LOGIC and APTITUDE_REASONING_SERIES — and AL_C02_SETS already exists as a concept, carrying only the two families about overlap and membership chains. So the gap is in the blueprint, not in the filing.",HIGH,BLUEPRINT_REVIEW
2321a7931ce5e81919593c52,APTITUDE_REASONING_SERIES,PROBLEM_SOLVING,,,,"BLUEPRINT REVIEW — prerequisite ordering: put steps in the order their dependencies require. No PROBLEM_SOLVING family accepts it, but the committed Year-1 map does place this content there: module M02_COMPUTATIONAL_THINKING topic T_DECOMPOSITION, ""Breaking Problems Down"", whose only skill is PROBLEM_SOLVING. PS_FAM06 measures whether a breakdown covers the problem, not the order its parts must run in, so a new family is needed. These eight are the entire APTITUDE_REASONING_SERIES bank, and not one of them is a series. So the gap is in the blueprint, not in the filing.",HIGH,BLUEPRINT_REVIEW
2221a600bb1d61ca19589e1b,APTITUDE_REASONING_SERIES,PROBLEM_SOLVING,,,,"BLUEPRINT REVIEW — prerequisite ordering: put steps in the order their dependencies require. No PROBLEM_SOLVING family accepts it, but the committed Year-1 map does place this content there: module M02_COMPUTATIONAL_THINKING topic T_DECOMPOSITION, ""Breaking Problems Down"", whose only skill is PROBLEM_SOLVING. PS_FAM06 measures whether a breakdown covers the problem, not the order its parts must run in, so a new family is needed. These eight are the entire APTITUDE_REASONING_SERIES bank, and not one of them is a series. So the gap is in the blueprint, not in the filing.",HIGH,BLUEPRINT_REVIEW
2521aab95954db7b1957ffe4,APTITUDE_REASONING_SERIES,PROBLEM_SOLVING,,,,"BLUEPRINT REVIEW — prerequisite ordering: put steps in the order their dependencies require. No PROBLEM_SOLVING family accepts it, but the committed Year-1 map does place this content there: module M02_COMPUTATIONAL_THINKING topic T_DECOMPOSITION, ""Breaking Problems Down"", whose only skill is PROBLEM_SOLVING. PS_FAM06 measures whether a breakdown covers the problem, not the order its parts must run in, so a new family is needed. These eight are the entire APTITUDE_REASONING_SERIES bank, and not one of them is a series. So the gap is in the blueprint, not in the filing.",HIGH,BLUEPRINT_REVIEW
2421a926f78c552c19526ff5,APTITUDE_REASONING_SERIES,PROBLEM_SOLVING,,,,"BLUEPRINT REVIEW — prerequisite ordering: put steps in the order their dependencies require. No PROBLEM_SOLVING family accepts it, but the committed Year-1 map does place this content there: module M02_COMPUTATIONAL_THINKING topic T_DECOMPOSITION, ""Breaking Problems Down"", whose only skill is PROBLEM_SOLVING. PS_FAM06 measures whether a breakdown covers the problem, not the order its parts must run in, so a new family is needed. These eight are the entire APTITUDE_REASONING_SERIES bank, and not one of them is a series. So the gap is in the blueprint, not in the filing.",HIGH,BLUEPRINT_REVIEW
2f21ba7795c3cedd1951d1be,APTITUDE_REASONING_SERIES,PROBLEM_SOLVING,,,,"BLUEPRINT REVIEW — prerequisite ordering: put steps in the order their dependencies require. No PROBLEM_SOLVING family accepts it, but the committed Year-1 map does place this content there: module M02_COMPUTATIONAL_THINKING topic T_DECOMPOSITION, ""Breaking Problems Down"", whose only skill is PROBLEM_SOLVING. PS_FAM06 measures whether a breakdown covers the problem, not the order its parts must run in, so a new family is needed. These eight are the entire APTITUDE_REASONING_SERIES bank, and not one of them is a series. So the gap is in the blueprint, not in the filing.",HIGH,BLUEPRINT_REVIEW
2e21b8e433fb488e19513387,APTITUDE_REASONING_SERIES,PROBLEM_SOLVING,,,,"BLUEPRINT REVIEW — prerequisite ordering: put steps in the order their dependencies require. No PROBLEM_SOLVING family accepts it, but the committed Year-1 map does place this content there: module M02_COMPUTATIONAL_THINKING topic T_DECOMPOSITION, ""Breaking Problems Down"", whose only skill is PROBLEM_SOLVING. PS_FAM06 measures whether a breakdown covers the problem, not the order its parts must run in, so a new family is needed. These eight are the entire APTITUDE_REASONING_SERIES bank, and not one of them is a series. So the gap is in the blueprint, not in the filing.",HIGH,BLUEPRINT_REVIEW
211f65d6a3eecdb6b7cb64b3,APTITUDE_REASONING_SERIES,PROBLEM_SOLVING,,,,"BLUEPRINT REVIEW — prerequisite ordering: put steps in the order their dependencies require. No PROBLEM_SOLVING family accepts it, but the committed Year-1 map does place this content there: module M02_COMPUTATIONAL_THINKING topic T_DECOMPOSITION, ""Breaking Problems Down"", whose only skill is PROBLEM_SOLVING. PS_FAM06 measures whether a breakdown covers the problem, not the order its parts must run in, so a new family is needed. These eight are the entire APTITUDE_REASONING_SERIES bank, and not one of them is a series. So the gap is in the blueprint, not in the filing.",HIGH,BLUEPRINT_REVIEW
221f676942264767b7cc02ea,APTITUDE_REASONING_SERIES,PROBLEM_SOLVING,,,,"BLUEPRINT REVIEW — prerequisite ordering: put steps in the order their dependencies require. No PROBLEM_SOLVING family accepts it, but the committed Year-1 map does place this content there: module M02_COMPUTATIONAL_THINKING topic T_DECOMPOSITION, ""Breaking Problems Down"", whose only skill is PROBLEM_SOLVING. PS_FAM06 measures whether a breakdown covers the problem, not the order its parts must run in, so a new family is needed. These eight are the entire APTITUDE_REASONING_SERIES bank, and not one of them is a series. So the gap is in the blueprint, not in the filing.",HIGH,BLUEPRINT_REVIEW
4294347e140dfe2a24b3eb9d,COMPUTER_ARCHITECTURE,APTITUDE_QUANT_ARITHMETIC,,,,"Outside Foundation: it asks for recall of a number-theory definition — even, prime, factor, multiple — and no Foundation skill measures that. The nearest canonical owner in the committed taxonomy is APTITUDE_QUANT_ARITHMETIC, which is deliberately not a Foundation skill.",HIGH,OUT_OF_SCOPE
43943611b24577db24b489d4,COMPUTER_ARCHITECTURE,APTITUDE_QUANT_ARITHMETIC,,,,"Outside Foundation: it asks for recall of a number-theory definition — even, prime, factor, multiple — and no Foundation skill measures that. The nearest canonical owner in the committed taxonomy is APTITUDE_QUANT_ARITHMETIC, which is deliberately not a Foundation skill.",HIGH,OUT_OF_SCOPE
449437a4507cf18c24b5280b,COMPUTER_ARCHITECTURE,APTITUDE_QUANT_ARITHMETIC,,,,"Outside Foundation: it asks for recall of a number-theory definition — even, prime, factor, multiple — and no Foundation skill measures that. The nearest canonical owner in the committed taxonomy is APTITUDE_QUANT_ARITHMETIC, which is deliberately not a Foundation skill.",HIGH,OUT_OF_SCOPE
45943937eeb46b3d24b5c642,COMPUTER_ARCHITECTURE,APTITUDE_QUANT_ARITHMETIC,,,,"Outside Foundation: it asks for recall of a number-theory definition — even, prime, factor, multiple — and no Foundation skill measures that. The nearest canonical owner in the committed taxonomy is APTITUDE_QUANT_ARITHMETIC, which is deliberately not a Foundation skill.",HIGH,OUT_OF_SCOPE
a4c5de6a4a34945ed392299f,C_BASICS,C_CONTROL_FLOW,CF_C02_CONDITIONS,CF_F02_CONDITIONS_ARE_NUMERIC,CF_FAM02_CONDITION_TRUTH,"C control flow (whether a numeric condition is satisfied, read off which branch printed). C_BASICS covers declarations, types, arithmetic and arrays; C_CONTROL_FLOW owns branching, loops and multi-way selection.",MEDIUM,REMAP_PRIMARY
9fc5d68be86c0e0fd3918b68,C_BASICS,C_CONTROL_FLOW,CF_C05_COUNTED_LOOPS,CF_F06_COUNTED_LOOP_HAS_THREE_PARTS,CF_FAM06_COUNTED_LOOP_COUNT,"C control flow (the values a counted loop produces from its start, condition and step). C_BASICS covers declarations, types, arithmetic and arrays; C_CONTROL_FLOW owns branching, loops and multi-way selection.",HIGH,REMAP_PRIMARY
9bc5d03f6149f4d3d38f128c,C_BASICS,C_CONTROL_FLOW,CF_C08_MULTIWAY,CF_F10_CASES_FALL_THROUGH,CF_FAM10_FALL_THROUGH,"C control flow (multi-way selection — though every case here breaks, so removing one break is what would make it exercise the family's actual fact). C_BASICS covers declarations, types, arithmetic and arrays; C_CONTROL_FLOW owns branching, loops and multi-way selection.",MEDIUM,REMAP_PRIMARY
9ac5ceacff816e84d390ed31,C_BASICS,C_CONTROL_FLOW,CF_C06_ACCUMULATION,CF_F08_ACCUMULATOR_NEEDS_INITIALISING,CF_FAM08_ACCUMULATOR_IN_C,"C control flow (a total accumulated across a counted loop). C_BASICS covers declarations, types, arithmetic and arrays; C_CONTROL_FLOW owns branching, loops and multi-way selection.",HIGH,REMAP_PRIMARY
8d83c5113c751ff3174e0e04,C_BASICS,C_POINTERS,,,,"Outside Foundation: the item dereferences a pointer, and the Foundation C blueprint deliberately stops at arrays and strings. The nearest canonical owner in the committed taxonomy is C_POINTERS, which is deliberately not a Foundation skill.",HIGH,OUT_OF_SCOPE
9bb24887621391cbc4f69514,DEBUGGING,PSEUDOCODE_FLOWCHARTS,PF_C09_LOGIC_ERRORS,PF_F13_LOGIC_ERROR_FROM_SYMPTOM,PF_FAM13_LOGIC_ERROR_DIAGNOSIS,"Domain fault-spotting, not debugging methodology: a pseudocode step using subtraction where the goal states addition. The blueprint gives DEBUGGING the method — reproduce, hypothesise, isolate, verify — precisely because every domain skill carries its own diagnosis family, so this belongs to PSEUDOCODE_FLOWCHARTS.",HIGH,REMAP_PRIMARY
9ab246f4004b0b7cc4f86fb9,DEBUGGING,LOOPS_BASICS,LP_C10_DIAGNOSIS,LP_F12_INFINITE_LOOP_CAUSE,LP_FAM13_INFINITE_LOOP_DIAGNOSIS,"Domain fault-spotting, not debugging methodology: a control variable that is never updated. The blueprint gives DEBUGGING the method — reproduce, hypothesise, isolate, verify — precisely because every domain skill carries its own diagnosis family, so this belongs to LOOPS_BASICS.",HIGH,REMAP_PRIMARY
21aaccb4703e90a49fea2bd7,DEBUGGING,CONDITIONALS_BASICS,CB_C07_BOUNDARIES,CB_F08_BOUNDARY_DECIDES_INCLUSION,CB_FAM09_BOUNDARY_BEHAVIOUR,"Domain fault-spotting, not debugging methodology: a strict comparison that excludes the boundary value it should include. The blueprint gives DEBUGGING the method — reproduce, hypothesise, isolate, verify — precisely because every domain skill carries its own diagnosis family, so this belongs to CONDITIONALS_BASICS.",HIGH,REMAP_PRIMARY
22aace470e760a559feaca0e,DEBUGGING,PSEUDOCODE_FLOWCHARTS,PF_C08_COMPLETION,PF_F12_MISSING_STEP,PF_FAM12_MISSING_STEP_SELECTION,"Domain fault-spotting, not debugging methodology: an algorithm missing the comparison its goal requires. The blueprint gives DEBUGGING the method — reproduce, hypothesise, isolate, verify — precisely because every domain skill carries its own diagnosis family, so this belongs to PSEUDOCODE_FLOWCHARTS.",HIGH,REMAP_PRIMARY
23aacfdaacad84069feb6845,DEBUGGING,PSEUDOCODE_FLOWCHARTS,PF_C09_LOGIC_ERRORS,PF_F13_LOGIC_ERROR_FROM_SYMPTOM,PF_FAM13_LOGIC_ERROR_DIAGNOSIS,"Domain fault-spotting, not debugging methodology: an average divided by the wrong count. The blueprint gives DEBUGGING the method — reproduce, hypothesise, isolate, verify — precisely because every domain skill carries its own diagnosis family, so this belongs to PSEUDOCODE_FLOWCHARTS.",MEDIUM,REMAP_PRIMARY
24aad16d4ae4fdb79fec067c,DEBUGGING,PSEUDOCODE_FLOWCHARTS,PF_C09_LOGIC_ERRORS,PF_F13_LOGIC_ERROR_FROM_SYMPTOM,PF_FAM13_LOGIC_ERROR_DIAGNOSIS,"Domain fault-spotting, not debugging methodology: a parity test using the wrong modulus. The blueprint gives DEBUGGING the method — reproduce, hypothesise, isolate, verify — precisely because every domain skill carries its own diagnosis family, so this belongs to PSEUDOCODE_FLOWCHARTS.",MEDIUM,REMAP_PRIMARY
1daac668e91c77689feca4b3,DEBUGGING,LOOPS_BASICS,LP_C10_DIAGNOSIS,LP_F13_OFF_BY_ONE,LP_FAM14_OFF_BY_ONE_DIAGNOSIS,"Domain fault-spotting, not debugging methodology: a loop bound one short of its goal. The blueprint gives DEBUGGING the method — reproduce, hypothesise, isolate, verify — precisely because every domain skill carries its own diagnosis family, so this belongs to LOOPS_BASICS.",HIGH,REMAP_PRIMARY
1eaac7fb8753f1199fed42ea,DEBUGGING,CONDITIONALS_BASICS,CB_C10_DIAGNOSIS,CB_F11_WRONG_BRANCH_SYMPTOM,CB_FAM12_LOGIC_ERROR_DIAGNOSIS,"Domain fault-spotting, not debugging methodology: OR used where both operands must hold. The blueprint gives DEBUGGING the method — reproduce, hypothesise, isolate, verify — precisely because every domain skill carries its own diagnosis family, so this belongs to CONDITIONALS_BASICS.",HIGH,REMAP_PRIMARY
88817e9bda936605b5c0d49c,DEBUGGING,PROGRAMMING_FUNDAMENTALS,PGF_C07_ERRORS,PGF_F09_ERROR_KINDS_DIFFER,PGF_FAM11_ERROR_CLASSIFICATION,"Domain fault-spotting, not debugging methodology: assignment written where comparison was meant. The blueprint gives DEBUGGING the method — reproduce, hypothesise, isolate, verify — precisely because every domain skill carries its own diagnosis family, so this belongs to PROGRAMMING_FUNDAMENTALS.",MEDIUM,REMAP_PRIMARY
8a8181c117025967b5bf982e,DEBUGGING,C_BASICS,CC_C01_TYPES,CC_F01_VARIABLES_ARE_DECLARED_WITH_A_TYPE,CC_FAM01_DECLARATION_RECOGNITION,"Domain fault-spotting, not debugging methodology: a C variable used without a declaration. The blueprint gives DEBUGGING the method — reproduce, hypothesise, isolate, verify — precisely because every domain skill carries its own diagnosis family, so this belongs to C_BASICS.",HIGH,REMAP_PRIMARY
8b818354b539d318b5c03665,DEBUGGING,LOOPS_BASICS,,,,"Do not remap: measures the same thing the same way as f86fb9 (a loop whose control variable is never updated), already proposed for LP_FAM13_INFINITE_LOOP_DIAGNOSIS. Moving both would import into the Golden Bank exactly the cosmetic redundancy the blueprint forbids.",HIGH,KEEP_CURRENT
8c8184e753714cc9b5be5bc0,DEBUGGING,FUNCTIONS_BASICS,FN_C04_RETURN,FN_F07_NO_RETURN_GIVES_NOTHING,FN_FAM07_MISSING_RETURN,"Domain fault-spotting, not debugging methodology: a function that computes a value and neither returns nor prints it. The blueprint gives DEBUGGING the method — reproduce, hypothesise, isolate, verify — precisely because every domain skill carries its own diagnosis family, so this belongs to FUNCTIONS_BASICS.",HIGH,REMAP_PRIMARY
3a82dec5512d5ae578376b2e,HOW_COMPUTERS_WORK,COMPUTER_ARCHITECTURE,CA_C03_IO_AND_BUSES,CA_F08_IO_DIRECTION,CA_FAM08_IO_CLASSIFICATION,Names a hardware component or classifies a device by direction (classifying named devices by the direction the data travels). COMPUTER_ARCHITECTURE owns the machine; HOW_COMPUTERS_WORK owns the conceptual model above it.,HIGH,REMAP_PRIMARY
b985e549ef4ba0f7d9c36828,HOW_COMPUTERS_WORK,OPERATING_SYSTEMS,,,,"BLUEPRINT REVIEW — what copying and moving a file actually do. No OPERATING_SYSTEMS family accepts it, but the committed Year-1 map does place this content there: module M01_CS_FUNDAMENTALS topic T_FILES, ""Files, Folders and the Command Line"", whose only skill is OPERATING_SYSTEMS — but OS_FAM07 measures path resolution and OS_FAM16 file-versus-directory, and neither covers file operations. So the gap is in the blueprint, not in the filing.",HIGH,BLUEPRINT_REVIEW
b685e0908d831aa8d9c4065f,HOW_COMPUTERS_WORK,OPERATING_SYSTEMS,,,,"BLUEPRINT REVIEW — what copying and moving a file actually do. No OPERATING_SYSTEMS family accepts it, but the committed Year-1 map does place this content there: module M01_CS_FUNDAMENTALS topic T_FILES, ""Files, Folders and the Command Line"", whose only skill is OPERATING_SYSTEMS — but OS_FAM07 measures path resolution and OS_FAM16 file-versus-directory, and neither covers file operations. So the gap is in the blueprint, not in the filing.",HIGH,BLUEPRINT_REVIEW
b785e2232bba9459d9c22bba,HOW_COMPUTERS_WORK,OPERATING_SYSTEMS,OS_C05_FILESYSTEM,OS_F07_FILESYSTEM_ORGANISES,OS_FAM07_PATH_REASONING,"Measures what names a file's location inside folders — recall of the term ""path"" rather than reasoning about one, so it needs a stem that makes the student resolve a path. The committed Year-1 map puts this under T_FILES, ""Files, Folders and the Command Line"", whose only skill is OPERATING_SYSTEMS.",LOW,REMAP_PRIMARY
c4883531148c00453bdec6fa,HOW_COMPUTERS_WORK,BROWSER_FUNDAMENTALS,BR_C02_URLS,BR_F02_URL_HAS_PARTS,BR_FAM02_URL_PARTS,"Measures what a web address is, which belongs to BROWSER_FUNDAMENTALS rather than to the general model of how a computer works.",MEDIUM,REMAP_PRIMARY
c388339eb2c379f63bdbafe7,HOW_COMPUTERS_WORK,BROWSER_FUNDAMENTALS,,,,"Do not remap: measures the same thing the same way as dec6fa (what a web address identifies), already proposed for BR_FAM02_URL_PARTS. Moving both would import into the Golden Bank exactly the cosmetic redundancy the blueprint forbids.",MEDIUM,KEEP_CURRENT
c8883b7d8d69e7093bdc4e1e,HOW_COMPUTERS_WORK,HTTP,HP_C07_SECURITY,HP_F10_ENCRYPTION_PROTECTS_TRANSIT_ONLY,HP_FAM10_TRANSPORT_SECURITY,"Measures what a secure connection does and does not guarantee — its distractor ""the website is always truthful"" is exactly the misconception the family names, which belongs to HTTP rather than to the general model of how a computer works.",HIGH,REMAP_PRIMARY
