skillKey,familyId,difficulty,allocated,legacyUsed,legacySources,legacyOrigins,toAuthor
PYTHON_BASICS,PY_FAM09_CONVERSION_BEHAVIOUR,D2,1,0,,,1
PYTHON_BASICS,PY_FAM09_CONVERSION_BEHAVIOUR,D3,1,0,,,1
PYTHON_BASICS,PY_FAM09_CONVERSION_BEHAVIOUR,D4,1,0,,,1
PYTHON_BASICS,PY_FAM10_DIVISION_OPERATORS,D2,1,1,6893dc,KEEP,0
PYTHON_BASICS,PY_FAM10_DIVISION_OPERATORS,D3,1,0,,,1
PYTHON_BASICS,PY_FAM10_DIVISION_OPERATORS,D4,1,0,,,1
PYTHON_BASICS,PY_FAM11_TRUTHINESS,D3,1,0,,,1
PYTHON_BASICS,PY_FAM11_TRUTHINESS,D4,1,0,,,1
PYTHON_BASICS,PY_FAM12_INDEX_ERROR_DIAGNOSIS,D3,1,0,,,1
PYTHON_BASICS,PY_FAM12_INDEX_ERROR_DIAGNOSIS,D4,1,0,,,1
PYTHON_BASICS,PY_FAM13_MULTI_STEP_TRACE,D3,1,1,6d8594,KEEP,0
PYTHON_BASICS,PY_FAM13_MULTI_STEP_TRACE,D4,1,1,693213,REWRITE,0
PYTHON_BASICS,PY_FAM13_MULTI_STEP_TRACE,D5,3,1,67576e,REWRITE,2
PYTHON_BASICS,PY_FAM14_EMPTY_SEQUENCE,D4,2,0,,,2
PYTHON_BASICS,PY_FAM14_EMPTY_SEQUENCE,D5,4,0,,,4
PYTHON_BASICS,PY_FAM15_EXPRESSION_EQUIVALENCE,D4,1,0,,,1
PYTHON_BASICS,PY_FAM15_EXPRESSION_EQUIVALENCE,D5,3,0,,,3
CONDITIONALS_BASICS,CB_FAM01_OPERATOR_MEANING,D1,4,0,,,4
CONDITIONALS_BASICS,CB_FAM01_OPERATOR_MEANING,D2,1,0,,,1
CONDITIONALS_BASICS,CB_FAM02_BOOLEAN_RECOGNITION,D1,3,0,,,3
CONDITIONALS_BASICS,CB_FAM02_BOOLEAN_RECOGNITION,D2,1,0,,,1
CONDITIONALS_BASICS,CB_FAM03_STRUCTURE_RECOGNITION,D1,3,0,,,3
CONDITIONALS_BASICS,CB_FAM03_STRUCTURE_RECOGNITION,D2,1,0,,,1
CONDITIONALS_BASICS,CB_FAM04_CONDITION_EVALUATION,D2,2,1,45bd85,REMAP,1
CONDITIONALS_BASICS,CB_FAM04_CONDITION_EVALUATION,D3,1,0,,,1
CONDITIONALS_BASICS,CB_FAM05_BRANCH_SELECTION,D2,2,2,76f466 747b8a,KEEP KEEP,0
CONDITIONALS_BASICS,CB_FAM05_BRANCH_SELECTION,D3,1,1,4bebab,REMAP,0
CONDITIONALS_BASICS,CB_FAM06_ELSE_BEHAVIOUR,D2,1,0,,,1
CONDITIONALS_BASICS,CB_FAM06_ELSE_BEHAVIOUR,D3,1,0,,,1
CONDITIONALS_BASICS,CB_FAM07_CHAIN_ORDER,D2,1,1,61ba8e,REMAP,0
CONDITIONALS_BASICS,CB_FAM07_CHAIN_ORDER,D3,1,1,76562f,KEEP,0
CONDITIONALS_BASICS,CB_FAM07_CHAIN_ORDER,D4,1,0,,,1
CONDITIONALS_BASICS,CB_FAM08_BOOLEAN_COMBINATION,D2,1,1,fdb795,REWRITE,0
CONDITIONALS_BASICS,CB_FAM08_BOOLEAN_COMBINATION,D3,1,1,fbdcf0,REWRITE,0
CONDITIONALS_BASICS,CB_FAM08_BOOLEAN_COMBINATION,D4,1,1,052229,REWRITE,0
CONDITIONALS_BASICS,CB_FAM09_BOUNDARY_BEHAVIOUR,D3,2,2,0483f2 77929d,KEEP KEEP,0
CONDITIONALS_BASICS,CB_FAM09_BOUNDARY_BEHAVIOUR,D4,1,1,ea2bd7,REMAP,0
CONDITIONALS_BASICS,CB_FAM10_NESTED_TRACE,D3,1,0,,,1
CONDITIONALS_BASICS,CB_FAM10_NESTED_TRACE,D4,2,0,,,2
CONDITIONALS_BASICS,CB_FAM11_CONDITION_SELECTION,D3,1,0,,,1
CONDITIONALS_BASICS,CB_FAM11_CONDITION_SELECTION,D4,2,0,,,2
CONDITIONALS_BASICS,CB_FAM12_LOGIC_ERROR_DIAGNOSIS,D3,1,1,ed42ea,REMAP,0
CONDITIONALS_BASICS,CB_FAM12_LOGIC_ERROR_DIAGNOSIS,D4,1,0,,,1
CONDITIONALS_BASICS,CB_FAM12_LOGIC_ERROR_DIAGNOSIS,D5,3,0,,,3
CONDITIONALS_BASICS,CB_FAM13_UNREACHABLE_BRANCH,D4,1,0,,,1
CONDITIONALS_BASICS,CB_FAM13_UNREACHABLE_BRANCH,D5,4,0,,,4
CONDITIONALS_BASICS,CB_FAM14_CONDITION_EQUIVALENCE,D4,1,0,,,1
CONDITIONALS_BASICS,CB_FAM14_CONDITION_EQUIVALENCE,D5,3,0,,,3
LOOPS_BASICS,LP_FAM01_LOOP_PURPOSE,D1,4,0,,,4
LOOPS_BASICS,LP_FAM01_LOOP_PURPOSE,D2,1,1,656fd8,REMAP,0
LOOPS_BASICS,LP_FAM02_RANGE_VALUES,D1,3,0,,,3
LOOPS_BASICS,LP_FAM02_RANGE_VALUES,D2,1,0,,,1
LOOPS_BASICS,LP_FAM03_LOOP_KIND_SELECTION,D1,3,0,,,3
LOOPS_BASICS,LP_FAM03_LOOP_KIND_SELECTION,D2,1,0,,,1
LOOPS_BASICS,LP_FAM04_ITERATION_COUNT,D2,2,1,f37e01,KEEP,1
LOOPS_BASICS,LP_FAM04_ITERATION_COUNT,D3,1,0,,,1
LOOPS_BASICS,LP_FAM05_LOOP_VARIABLE_TRACE,D2,2,1,ef2a80,KEEP,1
LOOPS_BASICS,LP_FAM05_LOOP_VARIABLE_TRACE,D3,1,0,,,1
LOOPS_BASICS,LP_FAM06_ACCUMULATOR_RESULT,D2,1,1,674a7d,REMAP,0
LOOPS_BASICS,LP_FAM06_ACCUMULATOR_RESULT,D3,1,1,f2dfca,KEEP,0
LOOPS_BASICS,LP_FAM06_ACCUMULATOR_RESULT,D4,1,0,,,1
LOOPS_BASICS,LP_FAM07_COUNTER_RESULT,D2,1,1,64d1a1,REMAP,0
LOOPS_BASICS,LP_FAM07_COUNTER_RESULT,D3,1,1,efc8b7,KEEP,0
LOOPS_BASICS,LP_FAM07_COUNTER_RESULT,D4,1,0,,,1
LOOPS_BASICS,LP_FAM08_TERMINATION_REASONING,D2,1,1,660e0f,REMAP,0
LOOPS_BASICS,LP_FAM08_TERMINATION_REASONING,D3,1,1,64336a,REMAP,0
LOOPS_BASICS,LP_FAM08_TERMINATION_REASONING,D4,1,0,,,1
LOOPS_BASICS,LP_FAM09_ZERO_ITERATION,D3,1,0,,,1
LOOPS_BASICS,LP_FAM09_ZERO_ITERATION,D4,1,0,,,1
LOOPS_BASICS,LP_FAM10_NESTED_COUNT,D3,1,0,,,1
LOOPS_BASICS,LP_FAM10_NESTED_COUNT,D4,1,0,,,1
LOOPS_BASICS,LP_FAM11_BREAK_EFFECT,D3,1,0,,,1
LOOPS_BASICS,LP_FAM11_BREAK_EFFECT,D4,1,0,,,1
LOOPS_BASICS,LP_FAM12_CONTINUE_EFFECT,D3,1,0,,,1
LOOPS_BASICS,LP_FAM12_CONTINUE_EFFECT,D4,1,0,,,1
LOOPS_BASICS,LP_FAM13_INFINITE_LOOP_DIAGNOSIS,D3,1,1,f86fb9,REMAP,0
LOOPS_BASICS,LP_FAM13_INFINITE_LOOP_DIAGNOSIS,D4,1,1,f7334b,REWRITE,0
LOOPS_BASICS,LP_FAM13_INFINITE_LOOP_DIAGNOSIS,D5,3,0,,,3
LOOPS_BASICS,LP_FAM14_OFF_BY_ONE_DIAGNOSIS,D4,1,1,eca4b3,REMAP,0
LOOPS_BASICS,LP_FAM14_OFF_BY_ONE_DIAGNOSIS,D5,4,0,,,4
LOOPS_BASICS,LP_FAM15_LOOP_EDGE_TRACE,D4,1,0,,,1
LOOPS_BASICS,LP_FAM15_LOOP_EDGE_TRACE,D5,3,0,,,3
FUNCTIONS_BASICS,FN_FAM01_FUNCTION_PURPOSE,D1,4,1,195e7a,REMAP,3
FUNCTIONS_BASICS,FN_FAM01_FUNCTION_PURPOSE,D2,1,1,1bd756,REMAP,0
FUNCTIONS_BASICS,FN_FAM02_DEFINITION_VS_CALL,D1,3,0,,,3
FUNCTIONS_BASICS,FN_FAM02_DEFINITION_VS_CALL,D2,1,0,,,1
FUNCTIONS_BASICS,FN_FAM03_PARAMETER_VS_ARGUMENT,D1,3,0,,,3
FUNCTIONS_BASICS,FN_FAM03_PARAMETER_VS_ARGUMENT,D2,1,1,18220c,REMAP,0
FUNCTIONS_BASICS,FN_FAM04_CALL_ORDER_TRACE,D2,2,0,,,2
FUNCTIONS_BASICS,FN_FAM04_CALL_ORDER_TRACE,D3,1,0,,,1
FUNCTIONS_BASICS,FN_FAM05_ARGUMENT_BINDING,D2,2,0,,,2
FUNCTIONS_BASICS,FN_FAM05_ARGUMENT_BINDING,D3,1,0,,,1
FUNCTIONS_BASICS,FN_FAM06_RETURN_VALUE_USE,D2,1,1,18c043,REMAP,0
FUNCTIONS_BASICS,FN_FAM06_RETURN_VALUE_USE,D3,1,1,6ec202,REMAP,0
FUNCTIONS_BASICS,FN_FAM06_RETURN_VALUE_USE,D4,1,0,,,1
FUNCTIONS_BASICS,FN_FAM07_MISSING_RETURN,D2,1,0,,,1
FUNCTIONS_BASICS,FN_FAM07_MISSING_RETURN,D3,1,1,be5bc0,REMAP,0
FUNCTIONS_BASICS,FN_FAM07_MISSING_RETURN,D4,1,0,,,1
FUNCTIONS_BASICS,FN_FAM08_CALL_INDEPENDENCE,D2,1,0,,,1
FUNCTIONS_BASICS,FN_FAM08_CALL_INDEPENDENCE,D3,1,0,,,1
FUNCTIONS_BASICS,FN_FAM08_CALL_INDEPENDENCE,D4,1,0,,,1
FUNCTIONS_BASICS,FN_FAM09_LOCAL_SCOPE,D3,2,0,,,2
FUNCTIONS_BASICS,FN_FAM09_LOCAL_SCOPE,D4,1,0,,,1
FUNCTIONS_BASICS,FN_FAM10_SHADOWING,D3,1,0,,,1
FUNCTIONS_BASICS,FN_FAM10_SHADOWING,D4,1,0,,,1
FUNCTIONS_BASICS,FN_FAM11_RETURN_VS_PRINT,D3,1,0,,,1
FUNCTIONS_BASICS,FN_FAM11_RETURN_VS_PRINT,D4,2,0,,,2
FUNCTIONS_BASICS,FN_FAM12_DECOMPOSITION_CHOICE,D3,1,0,,,1
FUNCTIONS_BASICS,FN_FAM12_DECOMPOSITION_CHOICE,D4,1,0,,,1
FUNCTIONS_BASICS,FN_FAM12_DECOMPOSITION_CHOICE,D5,3,0,,,3
FUNCTIONS_BASICS,FN_FAM13_FUNCTION_BUG_DIAGNOSIS,D4,1,0,,,1
FUNCTIONS_BASICS,FN_FAM13_FUNCTION_BUG_DIAGNOSIS,D5,4,0,,,4
FUNCTIONS_BASICS,FN_FAM14_FUNCTION_EDGE_BEHAVIOUR,D4,1,0,,,1
FUNCTIONS_BASICS,FN_FAM14_FUNCTION_EDGE_BEHAVIOUR,D5,3,0,,,3
PSEUDOCODE_FLOWCHARTS,PF_FAM01_SYMBOL_RECOGNITION,D1,4,0,,,4
PSEUDOCODE_FLOWCHARTS,PF_FAM01_SYMBOL_RECOGNITION,D2,1,0,,,1
PSEUDOCODE_FLOWCHARTS,PF_FAM02_CONTROL_FLOW_READING,D2,1,0,,,1
PSEUDOCODE_FLOWCHARTS,PF_FAM02_CONTROL_FLOW_READING,D3,1,0,,,1
PSEUDOCODE_FLOWCHARTS,PF_FAM03_ASSIGNMENT_EFFECT,D2,2,1,8266a3,KEEP,1
PSEUDOCODE_FLOWCHARTS,PF_FAM04_IO_STEP_EFFECT,D1,3,0,,,3
PSEUDOCODE_FLOWCHARTS,PF_FAM05_BRANCH_SELECTION,D2,2,1,83a311,KEEP,1
PSEUDOCODE_FLOWCHARTS,PF_FAM05_BRANCH_SELECTION,D3,1,1,7830d4,KEEP,0
PSEUDOCODE_FLOWCHARTS,PF_FAM06_CONDITION_SELECTION,D3,1,0,,,1
PSEUDOCODE_FLOWCHARTS,PF_FAM06_CONDITION_SELECTION,D4,1,0,,,1
PSEUDOCODE_FLOWCHARTS,PF_FAM07_ITERATION_COUNT,D2,1,0,,,1
PSEUDOCODE_FLOWCHARTS,PF_FAM07_ITERATION_COUNT,D3,1,0,,,1
PSEUDOCODE_FLOWCHARTS,PF_FAM07_ITERATION_COUNT,D4,1,0,,,1
PSEUDOCODE_FLOWCHARTS,PF_FAM08_COUNTER_ACCUMULATOR_ROLE,D2,1,1,857db6,KEEP,0
PSEUDOCODE_FLOWCHARTS,PF_FAM08_COUNTER_ACCUMULATOR_ROLE,D3,1,1,844148,KEEP,0
PSEUDOCODE_FLOWCHARTS,PF_FAM08_COUNTER_ACCUMULATOR_ROLE,D4,1,0,,,1
PSEUDOCODE_FLOWCHARTS,PF_FAM09_OUTPUT_PREDICTION,D2,1,1,81c86c,KEEP,0
PSEUDOCODE_FLOWCHARTS,PF_FAM09_OUTPUT_PREDICTION,D3,2,0,,,2
PSEUDOCODE_FLOWCHARTS,PF_FAM09_OUTPUT_PREDICTION,D4,1,0,,,1
PSEUDOCODE_FLOWCHARTS,PF_FAM10_STATE_TABLE_TRACE,D3,1,0,,,1
PSEUDOCODE_FLOWCHARTS,PF_FAM10_STATE_TABLE_TRACE,D4,1,0,,,1
PSEUDOCODE_FLOWCHARTS,PF_FAM11_FORM_TRANSLATION,D3,1,0,,,1
PSEUDOCODE_FLOWCHARTS,PF_FAM11_FORM_TRANSLATION,D4,1,0,,,1
PSEUDOCODE_FLOWCHARTS,PF_FAM12_MISSING_STEP_SELECTION,D3,1,1,eaca0e,REMAP,0
PSEUDOCODE_FLOWCHARTS,PF_FAM12_MISSING_STEP_SELECTION,D4,1,0,,,1
PSEUDOCODE_FLOWCHARTS,PF_FAM12_MISSING_STEP_SELECTION,D5,3,0,,,3
PSEUDOCODE_FLOWCHARTS,PF_FAM13_LOGIC_ERROR_DIAGNOSIS,D4,1,1,f69514,REMAP,0
PSEUDOCODE_FLOWCHARTS,PF_FAM13_LOGIC_ERROR_DIAGNOSIS,D5,4,2,eb6845 ec067c,REMAP REMAP,2
PSEUDOCODE_FLOWCHARTS,PF_FAM14_EDGE_CASE_TRACE,D4,2,0,,,2
PSEUDOCODE_FLOWCHARTS,PF_FAM14_EDGE_CASE_TRACE,D5,3,0,,,3
PSEUDOCODE_FLOWCHARTS,PF_FAM15_VARIABLE_ROLE_RECOGNITION,D1,3,0,,,3
PSEUDOCODE_FLOWCHARTS,PF_FAM15_VARIABLE_ROLE_RECOGNITION,D2,1,0,,,1
PROBLEM_SOLVING,PS_FAM01_REQUIREMENT_EXTRACTION,D2,2,0,,,2
PROBLEM_SOLVING,PS_FAM01_REQUIREMENT_EXTRACTION,D3,1,0,,,1
PROBLEM_SOLVING,PS_FAM02_INPUT_IDENTIFICATION,D1,3,1,6d3090,REWRITE,2
PROBLEM_SOLVING,PS_FAM02_INPUT_IDENTIFICATION,D2,1,0,,,1
PROBLEM_SOLVING,PS_FAM03_OUTPUT_IDENTIFICATION,D1,3,1,70e5da,REWRITE,2
PROBLEM_SOLVING,PS_FAM03_OUTPUT_IDENTIFICATION,D2,1,0,,,1
PROBLEM_SOLVING,PS_FAM04_CONSTRAINT_REASONING,D3,1,1,808bfe,REWRITE,0
PROBLEM_SOLVING,PS_FAM04_CONSTRAINT_REASONING,D4,1,0,,,1
PROBLEM_SOLVING,PS_FAM05_ASSUMPTION_CHECKING,D3,1,0,,,1
PROBLEM_SOLVING,PS_FAM05_ASSUMPTION_CHECKING,D5,1,0,,,1
PROBLEM_SOLVING,PS_FAM06_DECOMPOSITION,D3,1,1,722248,REWRITE,0
PROBLEM_SOLVING,PS_FAM06_DECOMPOSITION,D4,1,0,,,1
PROBLEM_SOLVING,PS_FAM07_EXAMPLE_EVALUATION,D2,2,0,,,2
PROBLEM_SOLVING,PS_FAM07_EXAMPLE_EVALUATION,D4,1,0,,,1
PROBLEM_SOLVING,PS_FAM08_COUNTEREXAMPLE_SELECTION,D3,1,0,,,1
PROBLEM_SOLVING,PS_FAM08_COUNTEREXAMPLE_SELECTION,D5,2,0,,,2
PROBLEM_SOLVING,PS_FAM09_PATTERN_INFERENCE,D3,1,0,,,1
PROBLEM_SOLVING,PS_FAM09_PATTERN_INFERENCE,D4,1,0,,,1
PROBLEM_SOLVING,PS_FAM10_ALGORITHM_SELECTION,D3,1,1,e00980,REWRITE,0
PROBLEM_SOLVING,PS_FAM10_ALGORITHM_SELECTION,D5,2,0,,,2
PROBLEM_SOLVING,PS_FAM11_STATE_TRACING,D2,2,0,,,2
PROBLEM_SOLVING,PS_FAM11_STATE_TRACING,D4,1,0,,,1
PROBLEM_SOLVING,PS_FAM12_EDGE_CASE_DISCOVERY,D3,1,0,,,1
PROBLEM_SOLVING,PS_FAM12_EDGE_CASE_DISCOVERY,D4,1,0,,,1
PROBLEM_SOLVING,PS_FAM12_EDGE_CASE_DISCOVERY,D5,1,0,,,1
PROBLEM_SOLVING,PS_FAM13_BUG_DIAGNOSIS,D3,1,0,,,1
PROBLEM_SOLVING,PS_FAM13_BUG_DIAGNOSIS,D4,1,0,,,1
PROBLEM_SOLVING,PS_FAM13_BUG_DIAGNOSIS,D5,2,0,,,2
PROBLEM_SOLVING,PS_FAM14_SOLUTION_COMPARISON,D4,2,0,,,2
PROBLEM_SOLVING,PS_FAM14_SOLUTION_COMPARISON,D5,1,0,,,1
PROBLEM_SOLVING,PS_FAM15_TEST_SELECTION,D3,1,0,,,1
PROBLEM_SOLVING,PS_FAM15_TEST_SELECTION,D4,1,0,,,1
PROBLEM_SOLVING,PS_FAM15_TEST_SELECTION,D5,1,0,,,1
PROBLEM_SOLVING,PS_FAM16_REQUIREMENT_VS_METHOD,D1,2,0,,,2
PROBLEM_SOLVING,PS_FAM16_REQUIREMENT_VS_METHOD,D2,1,0,,,1
PROBLEM_SOLVING,PS_FAM17_CONSTRAINT_RECOGNITION,D1,2,1,7047a3,REWRITE,1
PROBLEM_SOLVING,PS_FAM17_CONSTRAINT_RECOGNITION,D2,1,0,,,1
