skillKey,skillName,conceptId,conceptName,factId,factStatement,familyId,familyName,measurementObjective,allowedDifficultyMin,allowedDifficultyMax,cognitiveLevel,questionType,distractorStrategy,reassessmentGroup,notes,plannedD1,plannedD2,plannedD3,plannedD4,plannedD5,plannedTotal
AI_ML_CONCEPTS,"AI, ML & Deep Learning",AM_C09_DATA_FAULTS,When the examples were the problem,AM_F11_A_GAP_IN_THE_EXAMPLES_BECOMES_A_GAP_IN_THE_SYSTEM,A group absent from the examples is a group the system was never asked to handle.,AM_FAM11_DATA_FAULT_DIAGNOSIS,Tracing a failure back to the examples,"Given a system failing on a particular kind of input, decide whether the examples explain it.",D3,D4,ANALYZE,mcq_single,"The method blamed where the data is at fault; more data of the same kind proposed as the fix, which does not close the gap.",AM_RG_FAULTS,,0,0,1,1,0,2
AI_ML_CONCEPTS,"AI, ML & Deep Learning",AM_C09_DATA_FAULTS,When the examples were the problem,AM_F12_A_SYSTEM_MAY_LEARN_THE_WRONG_SIGNAL,"A system will use whatever distinguishes the examples, including something that has nothing to do with the task.",AM_FAM12_WRONG_SIGNAL_DIAGNOSIS,Identifying a system that learned the wrong thing,"Given a system that scores well and fails in use, identify the incidental signal it used.",D3,D4,ANALYZE,mcq_single,Insufficient data proposed where the data was plentiful and misleading; the signal named in a way that would also have been present in the failing cases.,AM_RG_FAULTS,"The stem must supply the incidental difference, or the item becomes a guess about the world.",0,0,1,1,0,2
AI_ML_CONCEPTS,"AI, ML & Deep Learning",AM_C07_EVALUATION,What a score means,AM_F13_TESTING_ON_THE_EXAMPLES_PROVES_NOTHING,"A system measured on the same examples it learned from reports how well it memorised, not how well it will do.",AM_FAM13_EVALUATION_REASONING,Judging whether a measurement was worth taking,"Given how a system was measured, say what the resulting figure supports.",D3,D5,ANALYZE,mcq_single,"A perfect score on the training examples read as strong evidence; every measurement dismissed, which leaves nothing usable; the size of the data offered as the deciding factor.",AM_RG_EVALUATION,,0,0,1,1,3,5
AI_ML_CONCEPTS,"AI, ML & Deep Learning",AM_C10_CHOICE,Choosing an approach,AM_F14_THE_CHOICE_FOLLOWS_FROM_THE_REQUIREMENT,"Whether to write rules or learn from examples is settled by whether the rule is known, whether examples exist, and whether a wrong answer is tolerable.",AM_FAM14_APPROACH_CHOICE,Choosing between rules and learning for a stated requirement,"Given a requirement with stated constraints, choose the approach that meets it.",D4,D5,EVALUATE,mcq_single,Learning chosen where the requirement demands an auditable reason for every decision; rules chosen where nobody can state the rule; an approach that is right in general and wrong under the stated constraint.,AM_RG_CHOICE,Every option must be defensible under some requirement; the stem must state the one that settles it.,0,0,0,1,4,5
AI_ML_CONCEPTS,"AI, ML & Deep Learning",AM_C10_CHOICE,Choosing an approach,AM_F15_THE_SAME_REASONING_APPLIES_TO_ANY_SYSTEM,"Asking where a system got its behaviour, what its examples contained and how it was measured works on a system nobody has described in those terms.",AM_FAM15_UNFAMILIAR_SYSTEM_TRANSFER,Judging an unfamiliar system from how it was built,"Given a system the student has not met, work out what its described construction permits and forbids.",D4,D5,EVALUATE,mcq_single,A conclusion that would follow for a different construction; a capability assumed from the system being described as intelligent; a limit asserted that the stated construction does not impose.,AM_RG_CHOICE,No stem may name a real product — the construction is stated in the question and the reasoning is the measurement.,0,0,0,1,3,4
GENERATIVE_AI_LLM,Generative AI & LLMs,GA_C01_PIECES,What the text is broken into,GA_F01_TEXT_IS_HANDLED_IN_PIECES,"A model handles text as pieces that are often smaller than a word, not as characters and not as whole words.",GA_FAM01_TOKEN_RECOGNITION,Recognising what the pieces are,"Given a description of how text is processed, say what the unit is.",D1,D2,REMEMBER,mcq_single,"Characters and whole words offered as the unit, which are the two natural guesses; sentences offered for students who reason from meaning rather than mechanism.",GA_RG_MECHANISM,"Keep this about the existence of a unit rather than about any particular scheme, which varies between systems.",4,1,0,0,0,5
GENERATIVE_AI_LLM,Generative AI & LLMs,GA_C02_CONTEXT,What the model can see,GA_F02_ONLY_THE_CONTEXT_IS_VISIBLE,"A model responds to the text currently in front of it, and has no access to anything outside it.",GA_FAM02_CONTEXT_CONTENT,Recognising what is in front of the model,"Given a described situation, say what the model can and cannot see.",D1,D2,REMEMBER,mcq_single,"The model assumed to see files, screens or earlier separate conversations; the model assumed to see nothing but the last message, which is also wrong.",GA_RG_CONTEXT,,3,1,0,0,0,4
GENERATIVE_AI_LLM,Generative AI & LLMs,GA_C03_WHEN_LEARNING_HAPPENS,Training and use are different times,GA_F03_TRAINING_HAPPENED_BEFORE,"Training happens once, before use; answering a question is not training and changes nothing about the model.",GA_FAM03_TRAINING_VS_USE,Separating training from use,"Given a described event, say whether it is training or use.",D1,D2,UNDERSTAND,mcq_single,A correction offered during a conversation assumed to have taught the model — the single most common belief; use assumed to be training because the model improves within one conversation.,GA_RG_MECHANISM,"Improving within a conversation is real and is explained by the context, not by learning; that distinction is the item.",3,1,0,0,0,4
GENERATIVE_AI_LLM,Generative AI & LLMs,GA_C04_GENERATION,How the answer is produced,GA_F04_OUTPUT_IS_BUILT_ONE_PIECE_AT_A_TIME,"Output is produced piece by piece, each chosen given everything written so far, rather than planned whole and then written out.",GA_FAM04_GENERATION_ORDER,Reasoning about how an answer is assembled,"Given a described output, say what the manner of its production explains.",D2,D3,UNDERSTAND,mcq_single,The model assumed to know its own conclusion before writing it; the process assumed to be retrieval from a store of prepared answers.,GA_RG_MECHANISM,,0,1,1,0,0,2
GENERATIVE_AI_LLM,Generative AI & LLMs,GA_C05_VARIABILITY,Why the same question differs,GA_F05_SELECTION_NEED_NOT_BE_FIXED,The same prompt can produce different answers because the next piece is selected from several possibilities rather than fixed.,GA_FAM05_VARIABILITY_SOURCE,Explaining why two answers differ,"Given two different answers to one prompt, say what accounts for the difference.",D2,D3,UNDERSTAND,mcq_single,The model assumed to have changed between the two; the difference blamed on the prompt having been altered; the difference treated as proof that one answer is wrong.,GA_RG_VARIABILITY,,0,1,1,0,0,2
GENERATIVE_AI_LLM,Generative AI & LLMs,GA_C02_CONTEXT,What the model can see,GA_F06_THE_CONTEXT_IS_FINITE,"The context holds a limited amount, and once it is full the earliest material stops being visible.",GA_FAM06_CONTEXT_LIMIT_EFFECT,Predicting what happens as the context fills,"Given a long exchange, say what the model can still see and what it cannot.",D2,D4,APPLY,mcq_single,The model assumed to summarise rather than lose the earliest material; the loss assumed to be announced; the whole conversation assumed to persist indefinitely.,GA_RG_CONTEXT,"That the loss is silent is the part worth measuring, since a warned loss would be a different problem.",0,1,1,1,0,3
GENERATIVE_AI_LLM,Generative AI & LLMs,GA_C03_WHEN_LEARNING_HAPPENS,Training and use are different times,GA_F07_A_CONVERSATION_TEACHES_NOTHING_PERMANENT,Anything established within one conversation is held in the context and is gone when the context is.,GA_FAM07_PERSISTENCE_REASONING,Deciding what survives a conversation,"Given something established in one conversation, say whether it is available in another.",D2,D4,APPLY,mcq_single,A correction assumed to persist for other users; a preference assumed to persist for the same user; nothing assumed to persist even within the one conversation.,GA_RG_CONTEXT,Products may add a memory feature on top; the stem must state whether one is present so the mechanism is what is measured.,0,1,1,1,0,3
GENERATIVE_AI_LLM,Generative AI & LLMs,GA_C06_KNOWLEDGE,What the model can know,GA_F08_NOTHING_AFTER_TRAINING_IS_KNOWN,Events after training are unknown to the model unless they are supplied in the context.,GA_FAM08_KNOWLEDGE_LIMIT,Deciding whether a question is answerable from training,"Given a question, say whether the model could know the answer and what would be needed if not.",D2,D4,APPLY,mcq_single,"The model assumed to say it does not know, where a confident guess is the usual result; the model assumed unable to answer even when the material is supplied in the prompt.",GA_RG_KNOWLEDGE,,0,1,1,1,0,3
GENERATIVE_AI_LLM,Generative AI & LLMs,GA_C07_FLUENCY,What good writing does not prove,GA_F09_FLUENCY_CARRIES_NO_EVIDENCE,"How confident and well written an answer is says nothing about whether it is true, because both are produced the same way.",GA_FAM09_CONFIDENCE_VS_CORRECTNESS,Judging what the manner of an answer establishes,"Given an answer described by its manner, say what follows about its accuracy.",D2,D4,APPLY,mcq_single,"Confidence read as evidence; hedging read as evidence of falsity, which is the same error mirrored; detail read as evidence, though detail is exactly what fabrication supplies.",GA_RG_KNOWLEDGE,The mirrored error matters — a student who distrusts only hedged answers has not learned the point.,0,1,1,1,0,3
GENERATIVE_AI_LLM,Generative AI & LLMs,GA_C05_VARIABILITY,Why the same question differs,GA_F10_VARIABILITY_CAN_BE_TURNED_DOWN,"How freely the next piece is chosen can be adjusted, trading variety against repeatability.",GA_FAM10_VARIABILITY_CONTROL,Reasoning about a setting that changes variability,"Given a requirement for repeatable or varied output, say which direction the setting should move.",D2,D4,APPLY,mcq_single,Reduced variability assumed to guarantee correctness; the setting assumed to make the model more capable rather than more repeatable.,GA_RG_VARIABILITY,"Described by behaviour rather than by any parameter name, so the item does not date.",0,1,1,1,0,3
GENERATIVE_AI_LLM,Generative AI & LLMs,GA_C08_FAULTS,Diagnosing an unexpected answer,GA_F11_FORGETTING_HAS_A_SIGNATURE,A model that contradicts something established much earlier in a long exchange has probably lost it from the context.,GA_FAM11_CONTEXT_LOSS_DIAGNOSIS,Diagnosing an answer that ignores what was said,"Given an exchange where the model contradicts an earlier instruction, identify the likely cause.",D3,D4,ANALYZE,mcq_single,"The model accused of refusing or of disagreeing; the instruction assumed to have been misunderstood, where the stem shows it was followed for a time.",GA_RG_FAULTS,"The instruction must have been obeyed earlier in the stem, or loss cannot be distinguished from misunderstanding.",0,0,1,1,0,2
GENERATIVE_AI_LLM,Generative AI & LLMs,GA_C08_FAULTS,Diagnosing an unexpected answer,GA_F12_A_STALE_ANSWER_LOOKS_LIKE_A_WRONG_ONE,"An answer that was true when the model was trained and is no longer true is a different fault from an invented one, and needs a different remedy.",GA_FAM12_STALE_ANSWER_DIAGNOSIS,Distinguishing an out-of-date answer from an invented one,"Given a wrong answer, decide whether it is out of date or fabricated, and what would settle it.",D3,D4,ANALYZE,mcq_single,Every wrong answer classed as invention; a fabricated answer excused as merely out of date; the remedy for one applied to the other.,GA_RG_FAULTS,,0,0,1,1,0,2
GENERATIVE_AI_LLM,Generative AI & LLMs,GA_C09_MECHANISM_CONSEQUENCES,What the mechanism permits,GA_F13_CAPABILITY_FOLLOWS_FROM_MECHANISM,"What a model can be relied on for follows from how it produces text, not from how well it writes.",GA_FAM13_CAPABILITY_REASONING,Deriving a limit from the mechanism,"Given a described use, say whether the mechanism supports it and why.",D3,D5,ANALYZE,mcq_single,A limit asserted that the mechanism does not impose; a capability assumed because the output looked right once; the answer resting on a product feature rather than on the mechanism.,GA_RG_CAPABILITY,,0,0,1,1,3,5
GENERATIVE_AI_LLM,Generative AI & LLMs,GA_C10_CHOICE,When to reach for something else,GA_F14_SOME_TASKS_WANT_A_DIFFERENT_TOOL,"A task needing an exact, checkable and repeatable answer is better served by something that computes it than by something that generates it.",GA_FAM14_TOOL_CHOICE,Deciding whether a generative model fits the task,"Given a task with stated requirements, decide whether generation is the right approach.",D4,D5,EVALUATE,mcq_single,"Generation chosen for arithmetic, for an authoritative lookup, or for anything requiring the same answer every time; generation rejected for drafting, which it suits.",GA_RG_CAPABILITY,"Both directions must appear, or the family teaches suspicion rather than judgement.",0,0,0,1,4,5
GENERATIVE_AI_LLM,Generative AI & LLMs,GA_C09_MECHANISM_CONSEQUENCES,What the mechanism permits,GA_F15_UNFAMILIAR_BEHAVIOUR_IS_EXPLAINED_THE_SAME_WAY,"A behaviour nobody has explained can usually be accounted for by the context, the training time, or the way the next piece is chosen.",GA_FAM15_MECHANISM_TRANSFER,Explaining an unfamiliar behaviour from the mechanism,"Given a behaviour the student has not met, choose the account of it the mechanism supports.",D4,D5,EVALUATE,mcq_single,An account requiring the model to have intentions; an account requiring it to have learned during use; an account that would explain a different behaviour than the one described.,GA_RG_CAPABILITY,Behaviours are described plainly and never attributed to a named product.,0,0,0,1,3,4
PROMPT_ENGINEERING,Prompting Fundamentals,PE_C01_PARTS,What a request has to contain,PE_F01_A_REQUEST_MUST_SAY_WHAT_IS_WANTED,A prompt that names a topic without saying what to do with it leaves the task unstated.,PE_FAM01_GOAL_PRESENCE,Recognising whether a request states a task,"Given several prompts, say which one states what is actually wanted.",D1,D2,REMEMBER,mcq_single,A topic offered as a task; a long prompt assumed to state a task because it is detailed; a polite framing mistaken for an instruction.,PE_RG_PARTS,"Length must not correlate with the key anywhere in this skill, or the family measures reading stamina.",4,1,0,0,0,5
PROMPT_ENGINEERING,Prompting Fundamentals,PE_C01_PARTS,What a request has to contain,PE_F02_CONTEXT_IS_WHAT_THE_READER_CANNOT_SUPPLY,Anything needed to do the task that the reader could not know has to be stated.,PE_FAM02_MISSING_CONTEXT,Recognising context a request has left out,"Given a prompt, identify what the responder would have to guess.",D1,D2,REMEMBER,mcq_single,Something already stated named as missing; something genuinely irrelevant named as missing; the missing item named at the wrong level of detail.,PE_RG_PARTS,,3,1,0,0,0,4
PROMPT_ENGINEERING,Prompting Fundamentals,PE_C02_FORMAT,Saying what the answer should look like,PE_F03_A_FORMAT_CAN_BE_ASKED_FOR,The shape of the output is part of the request and can be specified as precisely as the content.,PE_FAM03_FORMAT_REQUEST,Recognising an instruction about the shape of the answer,"Given a prompt, say which part of it constrains the form of the output.",D1,D2,UNDERSTAND,mcq_single,A constraint on content mistaken for one on form; a request for brevity treated as a format; a stated audience treated as a format.,PE_RG_FORMAT,,3,1,0,0,0,4
PROMPT_ENGINEERING,Prompting Fundamentals,PE_C03_AMBIGUITY,Requests that can be read two ways,PE_F04_AN_AMBIGUOUS_REQUEST_IS_SATISFIED_WRONGLY,"A prompt open to two readings will be answered under one of them, and not necessarily the intended one.",PE_FAM04_AMBIGUITY_DETECTION,Finding the request that could be read two ways,"Given several prompts, identify the one with two defensible readings and say what they are.",D2,D3,UNDERSTAND,mcq_single,A prompt called ambiguous because it is brief; a genuinely ambiguous prompt passed over because it reads naturally; the two readings stated so that only one is defensible.,PE_RG_AMBIGUITY,"Both readings must be genuinely available from the words, so a reader can verify the answer from the text.",0,1,1,0,0,2
PROMPT_ENGINEERING,Prompting Fundamentals,PE_C04_CONSTRAINTS,What a constraint rules out,PE_F05_A_CONSTRAINT_NARROWS_THE_ACCEPTABLE_ANSWERS,A constraint states which otherwise reasonable answers are unacceptable.,PE_FAM05_CONSTRAINT_READING,Working out what a constraint excludes,"Given a prompt with a constraint, say which candidate answers it rules out.",D2,D3,UNDERSTAND,mcq_single,An answer excluded that the constraint permits; an answer admitted that it forbids; the constraint read as a preference rather than a requirement.,PE_RG_CONSTRAINTS,,0,1,1,0,0,2
PROMPT_ENGINEERING,Prompting Fundamentals,PE_C05_EXAMPLES,Showing rather than describing,PE_F06_AN_EXAMPLE_DEMONSTRATES_A_SHAPE,"An example in a request shows the form wanted, and is copied in shape rather than in content.",PE_FAM06_EXAMPLE_EFFECT,Predicting what an example in a request does,"Given a prompt containing an example, say what the example will and will not carry over.",D2,D4,APPLY,mcq_single,The example assumed to be reproduced verbatim; the example assumed to be ignored; a single example assumed to establish a pattern it does not determine.,PE_RG_EXAMPLES,"One stem should carry an example whose shape is ambiguous, so that one example is genuinely not enough.",0,1,1,1,0,3
PROMPT_ENGINEERING,Prompting Fundamentals,PE_C06_SPECIFICITY,The effect of adding detail,PE_F07_DETAIL_NARROWS_AND_CAN_OVERNARROW,Adding detail removes unwanted answers and can also remove wanted ones.,PE_FAM07_SPECIFICITY_EFFECT,Predicting the effect of adding detail to a request,"Given a prompt and a proposed addition, say how the range of acceptable answers changes.",D2,D4,APPLY,mcq_single,More detail assumed always better; the addition assumed to have no effect; an addition that narrows content described as narrowing form.,PE_RG_CONSTRAINTS,,0,1,1,1,0,3
PROMPT_ENGINEERING,Prompting Fundamentals,PE_C02_FORMAT,Saying what the answer should look like,PE_F08_A_FORMAT_IS_WORTH_HAVING_WHEN_IT_CAN_BE_CHECKED,A format specified precisely enough to be checked mechanically is worth more than one described loosely.,PE_FAM08_CHECKABLE_FORMAT,Choosing a format the output can be checked against,"Given a downstream use, choose the format specification that makes the output usable.",D2,D4,APPLY,mcq_single,A vague instruction to be concise offered as a format; a format that is precise and does not suit the downstream use; a format so rigid it excludes the content.,PE_RG_FORMAT,,0,1,1,1,0,3
PROMPT_ENGINEERING,Prompting Fundamentals,PE_C07_DECOMPOSITION,Requests that ask too much at once,PE_F09_A_COMPOUND_REQUEST_IS_ANSWERED_UNEVENLY,A prompt containing several tasks tends to be answered well for some of them and thinly for the rest.,PE_FAM09_DECOMPOSITION,Deciding how to split a request that asks too much,"Given a compound request, choose the split that lets each part be judged.",D2,D4,APPLY,mcq_single,"A split that separates parts which depend on each other; a split along the wrong seam, leaving one part still compound; no split, on the grounds that context is lost.",PE_RG_ITERATION,,0,1,1,1,0,3
PROMPT_ENGINEERING,Prompting Fundamentals,PE_C08_AUDIENCE,Who the answer is for,PE_F10_THE_AUDIENCE_CHANGES_THE_RIGHT_ANSWER,"The same question has different correct answers for a beginner, a specialist and a decision maker.",PE_FAM10_AUDIENCE_STATEMENT,Reasoning about the effect of naming an audience,"Given a request and a stated audience, say which candidate answer fits.",D2,D4,APPLY,mcq_single,"An answer correct for a different audience; an answer that is simply shorter, with simplicity mistaken for suitability; the audience treated as a matter of tone alone.",PE_RG_CONSTRAINTS,,0,1,1,1,0,3
PROMPT_ENGINEERING,Prompting Fundamentals,PE_C09_DIAGNOSIS,Why an answer came out wrong,PE_F11_A_BAD_ANSWER_USUALLY_TRACES_TO_ONE_OMISSION,An output that misses the point can usually be traced to one thing the prompt failed to state.,PE_FAM11_OUTPUT_FAULT_DIAGNOSIS,Tracing an unsatisfactory answer back to the request,"Given a prompt and a disappointing output, identify the part of the prompt responsible.",D3,D4,ANALYZE,mcq_single,The model blamed where the prompt is at fault; a real omission named that does not explain this particular output; the fault located in a part of the prompt that was obeyed.,PE_RG_DIAGNOSIS,The output must be described specifically enough that only one omission accounts for it.,0,0,1,1,0,2
PROMPT_ENGINEERING,Prompting Fundamentals,PE_C09_DIAGNOSIS,Why an answer came out wrong,PE_F12_A_REQUEST_CAN_FORBID_ITS_OWN_ANSWER,"Constraints can combine to rule out every acceptable answer, and the result is a poor answer rather than a refusal.",PE_FAM12_OVERCONSTRAINT_DIAGNOSIS,Finding the constraint that made the request unsatisfiable,"Given a prompt whose constraints conflict, identify which pair cannot both be met.",D3,D4,ANALYZE,mcq_single,A constraint named that is merely demanding; the conflict located between two constraints that are compatible; the prompt declared satisfiable when it is not.,PE_RG_DIAGNOSIS,,0,0,1,1,0,2
PROMPT_ENGINEERING,Prompting Fundamentals,PE_C10_ITERATION,Changing one thing at a time,PE_F13_CHANGING_SEVERAL_THINGS_DESTROYS_THE_INFORMATION,Revising several parts of a prompt at once leaves it unknown which change mattered.,PE_FAM13_ITERATION_REASONING,Choosing the single revision that tests a hypothesis,"Given a hypothesis about why an output was wrong, choose the one change that would test it.",D3,D5,ANALYZE,mcq_single,A rewrite that changes several things and would improve the output without explaining anything; a change that tests a different hypothesis; starting again from scratch.,PE_RG_ITERATION,"The most attractive wrong answer should be the one that plainly produces a better output, since that is the trade being measured.",0,0,1,1,3,5
PROMPT_ENGINEERING,Prompting Fundamentals,PE_C11_CHOICE,Choosing between requests,PE_F14_ONE_REQUEST_FITS_A_STATED_REQUIREMENT_BEST,"Given a stated requirement, prompts differ in whether their output could be accepted without rework.",PE_FAM14_PROMPT_CHOICE,Choosing the request that meets a stated requirement,"Given a requirement, choose the prompt whose output would satisfy it.",D4,D5,EVALUATE,mcq_single,A prompt that is more detailed and misses the requirement; one that meets it and is unverifiable; one that would work for a slightly different requirement.,PE_RG_CHOICE,The requirement must be stated precisely enough that exactly one prompt satisfies it.,0,0,0,1,4,5
PROMPT_ENGINEERING,Prompting Fundamentals,PE_C11_CHOICE,Choosing between requests,PE_F15_THE_SAME_PARTS_APPLY_TO_ANY_TASK,"Goal, context, constraints, examples and output shape are what a request needs whatever the subject is.",PE_FAM15_PROMPT_TRANSFER,Applying the parts of a request to an unfamiliar task,"Given a task in an unfamiliar domain, choose the request most likely to be answered usably.",D4,D5,EVALUATE,mcq_single,A request that supplies domain detail and no task; one that states the task and omits the context the domain requires; one that would suit a familiar task rather than this one.,PE_RG_CHOICE,"The domain must be unfamiliar and fully described, so the item measures transfer rather than knowledge of the domain.",0,0,0,1,3,4
AI_ASSISTED_CODING,AI for Coding,AC_C01_STATUS,What a suggestion is,AC_F01_A_SUGGESTION_IS_A_CLAIM,"Generated code is a proposal that has not been checked, however finished it looks.",AC_FAM01_SUGGESTION_STATUS,Recognising what a generated suggestion has established,"Given a suggestion, say what its existence establishes about its correctness.",D1,D2,REMEMBER,mcq_single,"Compiling treated as evidence of correctness; a confident explanation treated as evidence; the suggestion dismissed as necessarily wrong, which is the mirrored error.",AC_RG_STATUS,The anchor family. Both over-trust and blanket refusal must be available as wrong answers.,4,1,0,0,0,5
AI_ASSISTED_CODING,AI for Coding,AC_C02_REQUIREMENT,Whether it did what was asked,AC_F02_WORKING_CODE_MAY_ANSWER_A_DIFFERENT_QUESTION,Code can run correctly and do something other than what was requested.,AC_FAM02_REQUIREMENT_MATCH,Checking a suggestion against what was asked,"Given a stated requirement and a suggestion, say whether the suggestion meets it.",D1,D2,UNDERSTAND,mcq_single,A suggestion accepted because it is well written; a suggestion rejected for a style difference rather than a behaviour difference; the mismatch located in the wrong part.,AC_RG_REQUIREMENT,,3,1,0,0,0,4
