skillKey,skillName,conceptId,conceptName,factId,factStatement,familyId,familyName,measurementObjective,allowedDifficultyMin,allowedDifficultyMax,cognitiveLevel,questionType,distractorStrategy,reassessmentGroup,notes
HOW_COMPUTERS_WORK,How Computers Work,HCW_C02_HARDWARE_SOFTWARE,Hardware and software,HCW_F02_HARDWARE_VS_SOFTWARE,Hardware is the physical machine; software is the instructions it carries out.,HCW_FAM02_HW_SW_CLASSIFICATION,Classifying a named thing as hardware or software,"Classify items — an operating system, a hard disk, a browser, a printer driver — on the physical/instruction distinction.",D1,D2,REMEMBER,mcq_single,"The genuinely confusing cases are the whole point: a driver (software that operates hardware), firmware, and the operating system itself, which many students place with hardware because it ""comes with the machine"". Obvious cases like a keyboard measure nothing.",HCW_RG_CLASSIFICATION,Every variant must include at least one boundary case.
HOW_COMPUTERS_WORK,How Computers Work,HCW_C02_HARDWARE_SOFTWARE,Hardware and software,HCW_F03_PROGRAM_IS_INSTRUCTIONS,A program is a stored set of instructions; the computer does nothing the instructions do not say.,HCW_FAM03_PROGRAM_NATURE,What a program is and is not,"Recognise that a program is instructions rather than an intelligent agent, and that unstated behaviour does not happen.",D2,D3,UNDERSTAND,mcq_single,"The computer ""works out what was meant""; the program adapts to a case nobody wrote; a program described as data rather than instructions. The first is the misconception that survives longest and causes the most debugging confusion later.",HCW_RG_CLASSIFICATION,Sets up the debugging mindset that PROBLEM_SOLVING and PSEUDOCODE_FLOWCHARTS both rely on.
HOW_COMPUTERS_WORK,How Computers Work,HCW_C03_PROGRAM_VS_PROCESS,A program and a running program,HCW_F04_PROGRAM_VS_PROCESS,A program is a file on storage; running it creates a process that occupies working memory.,HCW_FAM04_PROGRAM_PROCESS_DISTINCTION,Separating the stored program from the running one,"Say what exists before a program is launched, what exists while it runs, and what remains after it closes.",D2,D4,ANALYZE,mcq_single,The program is deleted when closed; running twice creates one thing; the process persists after exit. All three follow from having no separation between the file and the execution.,HCW_RG_EXECUTION_MODEL,Overlaps OS_F03 by design — that one measures it from the OS side. They share no reassessment group only because the framing genuinely differs; review together before publishing.
HOW_COMPUTERS_WORK,How Computers Work,HCW_C03_PROGRAM_VS_PROCESS,A program and a running program,HCW_F05_WORKING_MEMORY_ROLE,Working memory holds what a running program needs now; closing the program releases it.,HCW_FAM05_WORKING_MEMORY_EFFECT,What happens in memory as programs start and stop,Predict the effect on available memory of opening and closing programs.,D2,D3,APPLY,mcq_single,Memory is consumed permanently; closing a program frees disk rather than memory; memory use is fixed per machine regardless of what runs.,HCW_RG_EXECUTION_MODEL,
HOW_COMPUTERS_WORK,How Computers Work,HCW_C04_DATA_AND_FILES,"Data, files and persistence",HCW_F06_DIGITAL_REPRESENTATION,"Computers represent all information digitally, as numbers, whatever it looks like to a person.",HCW_FAM06_DIGITAL_REPRESENTATION_RECOGNITION,Recognising digital representation,"Identify that text, images and sound are all held as numbers rather than as their appearance.",D1,D2,REMEMBER,mcq_single,"Each type stored ""in its own way"" as its appearance; only numbers being digital; images stored as physical pictures.",HCW_RG_DATA_MODEL,"Deliberately lighter than CA_F12 — this is recognition, that one asks about interpretation. Keep them in different papers."
HOW_COMPUTERS_WORK,How Computers Work,HCW_C04_DATA_AND_FILES,"Data, files and persistence",HCW_F07_FILES_PERSIST,"A file is data kept on storage under a name, and it survives the program that made it and the machine being switched off.",HCW_FAM07_PERSISTENCE_REASONING,Reasoning about what survives a restart,Decide which of several described pieces of data still exists after the machine is switched off and on.,D2,D3,APPLY,mcq_single,Unsaved work surviving; a saved file lost on restart; open documents treated the same as saved ones. The unsaved-work case is worth using often — it is the misconception with real consequences.,HCW_RG_DATA_MODEL,
HOW_COMPUTERS_WORK,How Computers Work,HCW_C05_OS_AND_APPS,The operating system and applications,HCW_F08_OS_MEDIATES,The operating system sits between applications and hardware; applications ask it for what they need rather than driving hardware themselves.,HCW_FAM08_OS_ROLE_IN_STACK,Where the OS sits between an app and the hardware,"Trace a described request — saving a file, printing — through application, operating system and hardware in the right order.",D2,D4,ANALYZE,mcq_single,The application writing to the disk itself; the hardware calling the application; the OS omitted from the path entirely. Omission is the most common and the most revealing.,HCW_RG_SYSTEM_DATA_FLOW,"Deliberately distinct from OS_FAM01, which measures OS responsibilities rather than position in the stack."
HOW_COMPUTERS_WORK,How Computers Work,HCW_C05_OS_AND_APPS,The operating system and applications,HCW_F09_APPLICATION_PURPOSE,An application does a particular job for a person; the operating system runs the machine for every application.,HCW_FAM09_APP_VS_OS_SELECTION,Deciding whether a job belongs to an app or the OS,"Given a described responsibility, decide whether an application or the operating system owns it.",D2,D3,UNDERSTAND,mcq_single,Assign memory allocation or device access to an application; assign document editing to the OS; treat a bundled utility as part of the kernel because it ships with the system.,HCW_RG_SYSTEM_SELECTION,
HOW_COMPUTERS_WORK,How Computers Work,HCW_C06_BOOT,Starting the machine,HCW_F10_BOOT_SEQUENCE,"Powering on runs firmware checks, then loads the operating system, and only then can applications start.",HCW_FAM10_BOOT_ORDERING,Ordering what happens at startup,Put the startup stages in order and identify what cannot yet have happened at a given point.,D2,D3,APPLY,mcq_single,"Applications starting before the OS; the OS running before any hardware check; the desktop appearing first with the OS loading afterwards. The last matches what a user sees, which is why it is believed.",HCW_RG_ORDERING,High level only. Bootloader specifics are out of scope at Foundation.
HOW_COMPUTERS_WORK,How Computers Work,HCW_C07_NETWORKS,Networks and the internet,HCW_F11_NETWORK_IS_CONNECTED_MACHINES,A network is machines connected so they can exchange data; the internet is a very large network of networks.,HCW_FAM11_NETWORK_SCOPE,"Distinguishing a network, the internet and the web","Separate the three, and identify which is a service running on which.",D2,D3,UNDERSTAND,mcq_single,"The internet and the web as the same thing — near universal, and worth measuring directly. Also the browser as the internet, and email as part of the web.",HCW_RG_NETWORK_MODEL,"Overlaps COMPUTER_NETWORKS, which goes deeper. Here it is only the distinction."
HOW_COMPUTERS_WORK,How Computers Work,HCW_C07_NETWORKS,Networks and the internet,HCW_F12_CLIENT_SERVER,"A client asks for something and a server answers; a single machine can be either, depending on the exchange.",HCW_FAM12_CLIENT_SERVER_ROLES,Assigning client and server roles in an exchange,"In a described interaction, say which side is the client and which the server, and why.",D2,D4,ANALYZE,mcq_single,"The server as always the bigger or more distant machine; the roles as fixed properties of hardware; the client as whoever owns the data. Use a case where one machine is both, which the fixed-property model cannot handle.",HCW_RG_NETWORK_MODEL,
HOW_COMPUTERS_WORK,How Computers Work,HCW_C08_ABSTRACTION,Abstraction,HCW_F13_ABSTRACTION_HIDES_DETAIL,"Each layer hides the detail of the layer below, which is why a program can save a file without knowing what kind of disk it is.",HCW_FAM13_ABSTRACTION_RECOGNITION,Recognising what a layer hides,"Identify what detail is deliberately hidden in a described interaction, and what would change if it were not.",D3,D5,EVALUATE,mcq_single,Abstraction as simplification for beginners rather than as a working mechanism; the claim that lower detail is inaccessible rather than hidden; the claim that hiding detail loses capability.,HCW_RG_ABSTRACTION,"The most demanding fact in the skill. Expect low scores initially; that is information, not a fault."
HOW_COMPUTERS_WORK,How Computers Work,HCW_C09_DIAGNOSIS,Diagnosing an incorrect mental model,HCW_F14_INCORRECT_MODEL_DIAGNOSIS,A stated belief about how a computer works can be judged against the input-process-output and hardware/software/OS model.,HCW_FAM14_MODEL_DIAGNOSIS,Finding the wrong step in someone's explanation,Read a short explanation of how something works and identify the one step that is wrong.,D3,D5,ANALYZE,mcq_single,"Options must point at steps that ARE correct, so the student has to locate the error rather than spot an absurdity. Exactly one step is wrong, and it is wrong for a reason a student would recognise.",HCW_RG_DIAGNOSIS,This family does the most work in the whole skill and is the hardest to author. Every option must be defensible except one.
OPERATING_SYSTEMS,Operating Systems,OS_C01_PURPOSE,What an operating system is for,OS_F01_OS_MANAGES_RESOURCES,"The operating system manages the machine's resources — processor time, memory, storage, devices — on behalf of every program.",OS_FAM01_RESPONSIBILITY_IDENTIFICATION,Identifying an OS responsibility,"Given a described job, decide whether the operating system is responsible for it.",D1,D2,REMEMBER,mcq_single,"Jobs owned by an application (spell-checking, editing an image), by hardware (performing arithmetic), or by the user. The application cases are the productive ones — students attribute anything system-looking to the OS.",OS_RG_RESPONSIBILITIES,
OPERATING_SYSTEMS,Operating Systems,OS_C01_PURPOSE,What an operating system is for,OS_F02_SHARED_ACCESS_ARBITRATION,"When two programs want the same resource, the operating system decides who gets it and when.",OS_FAM02_RESOURCE_ALLOCATION,Reasoning about contended resources,Predict what happens when two programs need the same resource at once.,D2,D4,ANALYZE,mcq_single,Both programs proceeding simultaneously with no cost; the second program failing outright; the programs negotiating between themselves. Each is a plausible model for someone who has not met arbitration.,OS_RG_RESOURCES,
OPERATING_SYSTEMS,Operating Systems,OS_C02_PROCESSES,Programs and processes,OS_F03_PROCESS_IS_RUNNING_PROGRAM,"A process is a program in execution, with its own memory; the same program can run as several independent processes.",OS_FAM03_PROCESS_COMPARISON,Comparing a program with its processes,Say how many processes exist in a described situation and what each has of its own.,D2,D4,ANALYZE,mcq_single,One program meaning one process however many windows are open; processes sharing all memory; a second copy being refused. Opening the same editor twice is the clearest stem.,OS_RG_PROCESS_MODEL,"Related to HCW_F04 but measured differently — that asks what exists, this asks how many and with what of their own."
OPERATING_SYSTEMS,Operating Systems,OS_C02_PROCESSES,Programs and processes,OS_F04_MULTITASKING_IS_INTERLEAVING,On a single core the OS interleaves processes quickly rather than running them at the same instant.,OS_FAM04_MULTITASKING_MECHANISM,How several programs appear to run at once,"Explain how multitasking appears simultaneous, and what limits it.",D2,D4,UNDERSTAND,mcq_single,True simultaneity on one core; each program getting its own processor; the OS pausing everything else until a program finishes. The first is the belief that makes scheduling meaningless.,OS_RG_PROCESS_MODEL,
OPERATING_SYSTEMS,Operating Systems,OS_C03_SCHEDULING,Scheduling,OS_F05_SCHEDULER_ALLOCATES_TIME,The scheduler decides which ready process runs next and for how long.,OS_FAM05_SCHEDULING_REASONING,Predicting what runs next,"Given several processes in described states, decide which can run next and why the others cannot.",D3,D5,APPLY,mcq_single,Choosing a process that is waiting on input (ready and waiting conflated); strict first-come order regardless of state; the program in the front window. Include a blocked process in every variant.,OS_RG_SCHEDULING,"Named algorithms are out of scope. The measurement is readiness reasoning, not round-robin arithmetic."
OPERATING_SYSTEMS,Operating Systems,OS_C04_MEMORY,Memory management,OS_F06_OS_ALLOCATES_MEMORY,"The OS gives each process memory, keeps processes out of each other's memory, and reclaims it when they end.",OS_FAM06_MEMORY_ISOLATION,Reasoning about memory given to a process,"Decide what a process can and cannot reach in memory, and what becomes of that memory when it exits.",D2,D4,UNDERSTAND,mcq_single,One process reading another's memory freely; memory never reclaimed; each process seeing all physical memory. The first is worth measuring because it is what students assume before isolation is taught.,OS_RG_RESOURCES,
OPERATING_SYSTEMS,Operating Systems,OS_C05_FILESYSTEM,Files and the filesystem,OS_F07_FILESYSTEM_ORGANISES,"The filesystem organises storage into named files and directories, and the OS translates a path into a location on the device.",OS_FAM07_PATH_REASONING,Reasoning about paths and locations,"Work out what a described path refers to, or which of several paths reaches a given file.",D2,D4,APPLY,mcq_single,Absolute and relative confused; two files with the same name in different directories treated as one; the belief that moving a file changes its contents. Include one same-name pair in different directories.,OS_RG_FILESYSTEM,
OPERATING_SYSTEMS,Operating Systems,OS_C06_PERMISSIONS,Permissions,OS_F08_PERMISSIONS_GATE_ACCESS,"Permissions decide which users may read, change or run a file, and the OS refuses actions they do not allow.",OS_FAM08_PERMISSION_DIAGNOSIS,Diagnosing a refused action,"Given a permission setting and an attempted action, say whether it succeeds and which permission decided it.",D3,D5,ANALYZE,mcq_single,Read confused with execute; a permission on the file confused with one on its directory; ownership assumed to override everything. The directory case is the one that catches real confusion.,OS_RG_PERMISSIONS,Conceptual. Numeric modes are a tooling detail and do not belong at Foundation.
OPERATING_SYSTEMS,Operating Systems,OS_C07_DEVICES,Devices,OS_F09_DRIVERS_MEDIATE_DEVICES,"The OS talks to a device through its driver, so applications need not know the make or model.",OS_FAM09_DEVICE_INTERACTION,Tracing an application's use of a device,"Order the parts involved when an application uses a device, and identify which part knows the device specifics.",D2,D4,ANALYZE,mcq_single,The application addressing the hardware directly; the driver as part of the application; the device needing no software at all. Ties back to HCW_F13 on abstraction.,OS_RG_DEVICES,
OPERATING_SYSTEMS,Operating Systems,OS_C08_PRIVILEGE,User and kernel privilege,OS_F10_PRIVILEGE_SEPARATION,Ordinary programs run with limited privilege and must ask the kernel for anything that touches the machine directly.,OS_FAM10_PRIVILEGE_BOUNDARY,Deciding what needs kernel privilege,"Given an action, decide whether a normal program may do it itself or must ask the kernel.",D3,D5,UNDERSTAND,mcq_single,Any program being able to access hardware; privilege as a matter of the logged-in user only; the belief that an administrator account removes the boundary. The last conflates user rights with the privilege boundary.,OS_RG_PERMISSIONS,"Grouped with permissions for reassessment: both measure ""who is allowed"", and serving them together would double-count."
OPERATING_SYSTEMS,Operating Systems,OS_C09_STARTUP,Startup,OS_F11_OS_LOADS_BEFORE_APPS,"The OS must be running before any application can start, because applications depend on it for everything.",OS_FAM11_STARTUP_DEPENDENCY,Reasoning about startup dependencies,Identify what must already be running before a described thing can start.,D2,D3,APPLY,mcq_single,An application starting first; the OS loading on demand when needed; a driver loading after the application that uses it.,OS_RG_STARTUP,"Distinct from HCW_FAM10, which orders the whole boot. This one is dependency reasoning."
OPERATING_SYSTEMS,Operating Systems,OS_C10_EXHAUSTION,When resources run out,OS_F12_RESOURCE_EXHAUSTION_SYMPTOMS,"Running out of memory, disk or processor time produces different symptoms and needs different remedies.",OS_FAM12_EXHAUSTION_DIAGNOSIS,Diagnosing which resource has run out,Read described symptoms and identify which resource is exhausted and what would relieve it.,D3,D5,ANALYZE,mcq_single,"Attribute every slowdown to memory; free disk space to fix a memory problem; close programs to fix a full disk. Symptoms must distinguish the resources, or the item is unanswerable by reasoning.",OS_RG_DIAGNOSIS,"Overlaps CA_FAM13, which diagnoses a hardware bottleneck. Same shape, different subject; review together and consider one shared reassessment group."
OPERATING_SYSTEMS,Operating Systems,OS_C11_INTERFACES,Command line and graphical interfaces,OS_F13_CLI_GUI_SAME_SERVICES,A command line and a graphical interface are two ways of asking the same operating system to do the same things.,OS_FAM13_INTERFACE_EQUIVALENCE,Recognising interfaces as equivalent routes,"Decide whether a described task can be done from either interface, and what actually differs between them.",D2,D3,UNDERSTAND,mcq_single,The command line as more powerful in kind rather than in convenience; the GUI as a different operating system; certain operations as impossible graphically by nature. Avoid making this a preference question.,OS_RG_INTERFACES,
PROBLEM_SOLVING,Problem Solving,PS_C01_INTERPRETATION,Reading the problem,PS_F01_REQUIREMENT_EXTRACTION,"A problem statement contains the requirement that must be satisfied, alongside detail that does not affect it.",PS_FAM01_REQUIREMENT_EXTRACTION,Extracting the actual requirement,Read a short computing problem and state what must be true of a correct solution.,D2,D3,UNDERSTAND,mcq_single,A restatement of the scenario rather than the requirement; a requirement the statement never made; a solution method offered in place of the requirement. The last is the commonest — students jump to how before what.,PS_RG_INTERPRETATION,"Statements must be computing problems, not riddles. Irrelevant detail is legitimate here — noticing it is the skill — but it must not be arbitrary numbers with no bearing on anything."
PROBLEM_SOLVING,Problem Solving,PS_C01_INTERPRETATION,Reading the problem,PS_F02_INPUT_IDENTIFICATION,"The inputs are the values a solution is given, distinct from values it computes for itself.",PS_FAM02_INPUT_IDENTIFICATION,Identifying what the solution is given,Separate the given inputs from intermediate and derived values.,D1,D3,UNDERSTAND,mcq_single,"Offer a derived value as an input (a total that must be computed), a constant as an input, and the output as an input. The derived-value case is the real measurement.",PS_RG_IO_ANALYSIS,
PROBLEM_SOLVING,Problem Solving,PS_C01_INTERPRETATION,Reading the problem,PS_F03_OUTPUT_IDENTIFICATION,"The output is what the solution must produce, in the form the problem asks for.",PS_FAM03_OUTPUT_IDENTIFICATION,Identifying what must be produced,"State what a correct solution returns, including its form — a count, a list, a yes or no.",D1,D3,UNDERSTAND,mcq_single,The right information in the wrong form (a list where a count was asked for); an intermediate value; more than was asked. Form confusion is worth measuring — it is a real source of wrong answers later.,PS_RG_IO_ANALYSIS,
PROBLEM_SOLVING,Problem Solving,PS_C02_CONSTRAINTS,Constraints and assumptions,PS_F04_CONSTRAINT_EFFECT,A constraint rules some solutions out; a solution that ignores it is wrong however well it works otherwise.,PS_FAM04_CONSTRAINT_REASONING,Reasoning about what a constraint forbids,Decide which of several approaches a stated constraint eliminates.,D3,D4,ANALYZE,mcq_single,An approach that satisfies the constraint but not the requirement; one that satisfies the requirement while breaking the constraint; one eliminated by a constraint the problem never stated.,PS_RG_CONSTRAINTS,The constraint must genuinely eliminate at least one otherwise-reasonable option.
PROBLEM_SOLVING,Problem Solving,PS_C02_CONSTRAINTS,Constraints and assumptions,PS_F05_UNSTATED_ASSUMPTION,"A solution can rest on an assumption the problem never granted, and it fails when that assumption does not hold.",PS_FAM05_ASSUMPTION_CHECKING,Finding the assumption a solution relies on,Identify what a described approach quietly assumes about its input.,D3,D5,ANALYZE,mcq_single,An assumption the problem DID state; a true fact that the solution does not rely on; a restatement of the requirement. Distinguishing a relied-upon assumption from a merely true statement is the measurement.,PS_RG_CONSTRAINTS,Input ordering and non-empty input are the two most productive assumptions to probe.
PROBLEM_SOLVING,Problem Solving,PS_C03_DECOMPOSITION,Breaking a problem down,PS_F06_DECOMPOSITION_INTO_STEPS,A problem can be split into smaller parts that can each be solved and then combined.,PS_FAM06_DECOMPOSITION,Choosing a useful decomposition,Choose the breakdown whose parts are independently solvable and together cover the problem.,D3,D4,APPLY,mcq_single,A breakdown missing a part (does not cover the problem); one whose parts depend circularly on each other; one that restates the problem as a single step. Coverage and independence are the two things being tested.,PS_RG_PLANNING,
PROBLEM_SOLVING,Problem Solving,PS_C04_EXAMPLES,Working with examples,PS_F07_EXAMPLE_EVALUATION,An example can be checked against a requirement to see whether it is consistent with it.,PS_FAM07_EXAMPLE_EVALUATION,Judging whether an example fits the requirement,Decide which of several input-and-output pairs a stated requirement actually permits.,D2,D4,APPLY,mcq_single,A pair that is right for a nearby requirement; one right in value but wrong in form; one that holds for typical input but not as stated. No absurd pairs — every option must require checking.,PS_RG_EXAMPLES,
